tweet,attachement,analysis
I shouldn't be made to feel like shit just cos I asked u to do something 😕  #stressed #notfair #fucklife,[],"[{'reply': '@hatreenax Its a case of having to be ok but thank you xxx', 'classification': '{""prediction"":""Positive"",""Probability"":""0.24""}'}, {'reply': '@pooliechick Aww hope your doing ok ❤️❤️❤️', 'classification': '{""prediction"":""Positive"",""Probability"":""0.30""}'}]"
With your last $50 would you put it into Luna Classic or would you buy groceries?                                   #lunaClassic #lunc #luncburn #dirtpoor #stressed,[],"[{'reply': ""@halfwaythere_1 @1LUNCarmy If you only have 50 dollars left, I won't invest it in #LUNC ."", 'classification': '{""prediction"":""Positive"",""Probability"":""0.27""}'}, {'reply': '@bwww77 @1LUNCarmy I guess the question should be, would you put $50 into lunc? If the burn rate is as predicted that $50 could turn into $690,000.', 'classification': '{""prediction"":""Positive"",""Probability"":""0.33""}'}, {'reply': '@bwww77 @1LUNCarmy @halfwaythere_1 https://t.co/QwD35Lb15v', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.18""}'}, {'reply': '@1LUNCarmy @halfwaythere_1 #Luna is a very good example. Most people who invested all their money ended up jumping off the building.', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'reply': ""@halfwaythere_1 Never put your last money into #cryptocurrency whether it's #lunc #BTC or anything! Only put in what you can afford! 🤙"", 'classification': '{""prediction"":""Positive"",""Probability"":""0.22""}'}]"
"Crypto got you #stressed ? Try listening to relaxing rain sounds

#btc #xrp #Cardano  #luna #terraluna #bitcoin #eth

https://t.co/pswXy5cjb1",[],"[{'reply': '@Relaxy_Taxi 🚀 SHIBA MOVE RUN 🚀\n🔰Spywolf | Pinksale | InterFi Network KYC\n🔐Spywolf Audit\n✅SC:75 BNB - HC:150 BNB✅\n🕒Presale: https://t.co/CgjKdEMvhE\n\n07/06 15:00 (UTC) ~ 08/06 15:00 (UTC)\n$SMR: 0xeb48b42331F4C5D4458DD1c077E897dFFcb691b8 \nhttps://t.co/PaZlawg1nu', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.15""}'}]"
"Crypto got you #stressed ? Try listening to relaxing rain sounds

#btc #xrp #xlm #luna #terraluna #bitcoin #dogecoin

https://t.co/pswXy5cjb1",[],"[{'reply': '@Relaxy_Taxi 🚀 SHIBA MOVE RUN 🚀\n🔰Spywolf | Pinksale | InterFi Network KYC\n🔐Spywolf Audit\n✅SC:75 BNB - HC:150 BNB✅\n🕒Presale: https://t.co/CgjKdEMvhE\n\n07/06 15:00 (UTC) ~ 08/06 15:00 (UTC)\n$SMR: 0xeb48b42331F4C5D4458DD1c077E897dFFcb691b8 \nhttps://t.co/PaZlawg1nu', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.15""}'}]"
@FortniteGame please fix this “friend request accepted” bug that happens every time we log into the game. #stressed #Fortnite #FortniteVibin,[],"[{'reply': ""@ScottyWantsToNo @FortniteGame Yeah its really hard to vibe when you're getting constant pop ups every time you boot up the game going through your entire friend list. #vibekiller"", 'classification': '{""prediction"":""Negative"",""Probability"":""0.25""}'}]"
More than a little delirious today. My last day in California for a while. #moving #tired #stressed,[],"[{'reply': '@pianotm26 Thank you, Thomas!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'reply': '@schiekapedia Wishing you all the best in your journey down the highway!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.01""}'}, {'reply': '@DonCardenasArt Thanks very much!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'reply': '@schiekapedia Take care and good luck!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}, {'reply': '@LazyHorde Thank you!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'reply': '@schiekapedia Good luck!!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.08""}'}]"
When you literally get 11 minutes from the time your finger presses the button on the first image to get around several levels and places with cameras and lights at sjp till you take the last shot… #stressed but got the job done in record time! Welcome back @Mattytargett https://t.co/srmEUQJx5K,"['https://pbs.twimg.com/media/FUvg-iCWUAAxnfy.jpg - 1348x2048 - Alt: None', 'https://pbs.twimg.com/media/FUvg-iDXoAEaWY5.jpg - 1204x2048 - Alt: None', 'https://pbs.twimg.com/media/FUvg-iVXsAIZLgX.jpg - 1306x2048 - Alt: None', 'https://pbs.twimg.com/media/FUvg-n5XoAg0xTS.jpg - 1426x2048 - Alt: None']","[{'reply': '@iamserenataylor @Mattytargett Ahhh fairs.  I meant it in  a positive way suggesting maybe your team had grown or some stuff had been updated to help you kind of thing.  Maybe just the other departments are now a tad more professional lol.', 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}, {'reply': '@deezamc79 @Mattytargett And it got delayed…  I could’ve had at least 2 more minutes with 4 more backdrops… 🤣🤣', 'classification': '{""prediction"":""Positive"",""Probability"":""0.37""}'}, {'reply': '@cjlow_ @Mattytargett It doesn’t take so long for the media side to be done and never has. It’s not held up by media related duties. Our department and everyone in it have always been professional and we are not doing anything we never already did before. Just saying. 😊', 'classification': '{""prediction"":""Negative"",""Probability"":""0.34""}'}, {'reply': '@iamserenataylor @Mattytargett You have just photo shopped Targett over Dan Ashworth 😭😭😂', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.13""}'}, {'reply': '@iamserenataylor @MitchT1998 @Mattytargett Great work Serena ...keep it up plenty more to do this summer I reckon', 'classification': '{""prediction"":""Positive"",""Probability"":""0.15""}'}, {'reply': '@iamserenataylor @Mattytargett Loving your work! Great gig?', 'classification': '{""prediction"":""Positive"",""Probability"":""0.37""}'}, {'reply': ""@iamserenataylor @Mattytargett I love MT because he's so understated - exactly the type of personality that we should be bringing to the club as we move into phase two of the project."", 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}, {'reply': '@manxpie86 @iamserenataylor @Mattytargett Twats dressed like twas and Matt Targett', 'classification': '{""prediction"":""Positive"",""Probability"":""0.32""}'}, {'reply': '@iamserenataylor @Mattytargett well done :)', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'reply': '@iamserenataylor @Mattytargett #NUFC https://t.co/oPimcb48aG', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}]"
Getting ready for thin vendor event just reminded me why i don’t do them #stressed,[],"[{'reply': '@STLStylings Next week', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'reply': '@AQualityMess I just saw your TikTok! When is yours? Mines is Saturday', 'classification': '{""prediction"":""Positive"",""Probability"":""0.32""}'}, {'reply': '@STLStylings Whew girl same', 'classification': '{""prediction"":""Positive"",""Probability"":""0.32""}'}]"
"Look at that, a year ago today since I paid my deposit on my @AsterGroupUK home &amp; I’ve still got no move date 😳 #delayedhousemove #Stressed #livinginlimbo #unsettled #fedup #justwanttomove https://t.co/XnKshioKEp",['https://pbs.twimg.com/media/FUvCu7MWIAITPNa.jpg - 383x750 - Alt: None'],"[{'reply': '@N1181xX What did you see on Trustpilot? I’m just exhausted from it all &amp; communication is shockingly bad! They tried to offer me £500 in compensation, which doesn’t go anywhere near the cost to cover a months rent ffs!!! If I had any choice, I’d go elsewhere!', 'classification': '{""prediction"":""Negative"",""Probability"":""0.23""}'}, {'reply': '@jenstimp Oh my gosh! So sorry to hear all that, shocking! I really hope you and the kids get something sorted either way. I read some reviews on trustpilot which concerned me now this.', 'classification': '{""prediction"":""Negative"",""Probability"":""0.24""}'}, {'reply': '@N1181xX This is in Basingstoke! Just had the terrible news that Premier (the warranty company) have walked away, so no warranty sign off! I’m almost out of money for my temporary rental, that I was meant to be in for 2 months, now over 6! My kids &amp; I are almost homeless now!', 'classification': '{""prediction"":""Negative"",""Probability"":""0.02""}'}, {'reply': '@jenstimp Oh no, we’ve been looking at an Aster home. Which development is this if you don’t mind me asking?', 'classification': '{""prediction"":""Positive"",""Probability"":""0.26""}'}, {'reply': '@AsterGroupUK I’m in talks with team members &amp; now on level 2 of my complaints! People need to know how long they could be delayed, so they don’t end up severely out of pocket, almost homeless, stressed beyond belief &amp; living in limbo for a year or more!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.41""}'}, {'reply': '@jenstimp Hi Jen - sorry to hear this.  We understand our sales team are in communication about this but please drop us a DM if you’d like a member of the sales team to contact you.', 'classification': '{""prediction"":""Positive"",""Probability"":""0.27""}'}]"
@matalan now confirming my order was infact in stock but they still cancelled it….???? I do not have time to re-order all this!! Jason Hargreaves this needs to be dealt with! #Stressed https://t.co/Pysqm1sYb7,[],"[{'reply': '@smunro1988 Hi, please send us over a DM we will be happy to help', 'classification': '{""prediction"":""Positive"",""Probability"":""0.01""}'}]"
"Look at that, a year ago today since I paid my deposit on my @AsterGroupUK home &amp; I’ve still got no move date 😳 #delayedhousemove #Stressed #livinginlimbo #unsettled #fedup #justwanttomove https://t.co/XnKshioKEp",['https://pbs.twimg.com/media/FUvCu7MWIAITPNa.jpg - 383x750 - Alt: None'],"[{'reply': '@jenstimp Someone else in the same boat as you on trustpilot plus others. Have they told you what the delay is? Phase 1 of where I’m looking was sold out January or before I think, but nobody has moved in yet and the phase 2 launch has been pushed back. Houses are all complete too.', 'classification': '{""prediction"":""Positive"",""Probability"":""0.02""}'}, {'reply': '@N1181xX What did you see on Trustpilot? I’m just exhausted from it all &amp; communication is shockingly bad! They tried to offer me £500 in compensation, which doesn’t go anywhere near the cost to cover a months rent ffs!!! If I had any choice, I’d go elsewhere!', 'classification': '{""prediction"":""Negative"",""Probability"":""0.23""}'}, {'reply': '@jenstimp Oh my gosh! So sorry to hear all that, shocking! I really hope you and the kids get something sorted either way. I read some reviews on trustpilot which concerned me now this.', 'classification': '{""prediction"":""Negative"",""Probability"":""0.24""}'}, {'reply': '@N1181xX This is in Basingstoke! Just had the terrible news that Premier (the warranty company) have walked away, so no warranty sign off! I’m almost out of money for my temporary rental, that I was meant to be in for 2 months, now over 6! My kids &amp; I are almost homeless now!', 'classification': '{""prediction"":""Negative"",""Probability"":""0.02""}'}, {'reply': '@jenstimp Oh no, we’ve been looking at an Aster home. Which development is this if you don’t mind me asking?', 'classification': '{""prediction"":""Positive"",""Probability"":""0.26""}'}, {'reply': '@AsterGroupUK I’m in talks with team members &amp; now on level 2 of my complaints! People need to know how long they could be delayed, so they don’t end up severely out of pocket, almost homeless, stressed beyond belief &amp; living in limbo for a year or more!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.41""}'}, {'reply': '@jenstimp Hi Jen - sorry to hear this.  We understand our sales team are in communication about this but please drop us a DM if you’d like a member of the sales team to contact you.', 'classification': '{""prediction"":""Positive"",""Probability"":""0.27""}'}]"
